track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,bpm,danceability_perc,energy_perc,,,bpm,Average of energy_%,,,,,,,Column1,Column2,Column3,Column4,Column5,Column6,Column7,,,,,released_year,Average of streams
O.O,NMIXX,1,2022,2,22,290,0,135444283,9,66,200,39,77,,,,,,,,,,,,,,,,,,,,,,,
Somebody That I Used To Know,"Gotye, Kimbra",2,2011,1,1,42798,0,1457139296,217,136,129,86,52,,,,,,,,,,,,,,,,,,,,,,,
Tom's Diner,"AnnenMayKantereit, Giant Rooks",2,2019,6,28,2605,0,236872197,15,48,98,68,43,,,,,,,,,,,,,,,,,,,,,,,
First Class,Jack Harlow,1,2022,4,8,8737,0,694525298,163,32,107,91,56,,,,,,,,,,,,,,,,,,,,,,,
Plan A,Paulo Londra,1,2022,3,23,1105,0,240661097,32,0,174,58,83,,,,,,,,,,,,,,,,,,,,,,,
Fuera del mercado,Danny Ocean,1,2022,2,17,2499,21,421365166,68,24,92,45,67,,,,,,,,,,,,,,,,,,,,,,,
X éLTIMA,"Daddy Yankee, Bad Bunny",2,2022,3,25,2697,1,349746291,55,3,90,81,83,,,,,,,,,,,,,,,,,,,,,,,
When You're Gone,Shawn Mendes,1,2022,3,31,2092,0,255120451,75,11,147,60,69,,,,,,,,,,,,,,,,,,,,,,,
In My Head,Lil Tjay,1,2022,4,1,1185,0,190981339,21,0,143,68,55,,,,,,,,,,,,,,,,,,,,,,,
Wait a Minute!,Willow,1,2015,1,11,11985,0,924193303,79,80,101,76,71,,,,,,,,,,,,,,,,,,,,,,,
LOVE DIVE,IVE,1,2022,4,5,753,8,305771063,28,124,118,70,71,,,,,,,,,,,,,,,,,,,,,,,
Pantysito,"Feid, Alejo, Robi",3,2022,3,18,2995,0,273005485,49,17,98,83,74,,,,,,,,,,,,,,,,,,,,,,,
Chance,Paulo Londra,1,2022,4,6,225,0,89566512,11,0,138,72,46,,,,,,,,,,,,,,,,,,,,,,,
Cool for the Summer,Demi Lovato,1,2015,1,1,9243,0,677389855,155,5,114,59,62,,,,,,,,,,,,,,,,,,,,,,,
psychofreak (feat. WILLOW),"Camila Cabello, Willow",2,2022,4,7,918,0,75476209,24,0,180,63,64,,,,,,,,,,,,,,,,,,,,,,,
Angel Baby,Troye Sivan,1,2021,9,9,1959,9,408843328,52,25,145,56,57,,,,,,,,,,,,,,,,,,,,,,,
Vampiro,"Matué, Wiu, ",3,2022,1,30,540,4,187772591,26,3,115,78,64,,,,,,,,,,,,,,,,,,,,,,,
Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",3,2022,3,31,859,0,178512385,14,0,82,79,84,,,,,,,,,,,,,,,,,,,,,,,
Right On,Lil Baby,1,2022,4,8,1116,0,101780047,31,9,166,70,61,,,,,,,,,,,,,,,,,,,,,,,
Me Arrepentï¿,"Ak4:20, Cris Mj, Pailita",3,2022,3,30,273,2,118381354,12,2,92,86,79,,,,,,,,,,,,,,,,,,,,,,,
That's Hilarious,Charlie Puth,1,2022,4,8,686,2,146363130,11,6,108,71,44,,,,,,,,,,,,,,,,,,,,,,,
Soy El Unico,Yahritza Y Su Esencia,1,2022,3,25,226,0,126443991,5,0,84,71,45,,,,,,,,,,,,,,,,,,,,,,,
RUMBATï¿½,Daddy Yankee,1,2022,3,25,1264,0,157990698,20,4,95,69,91,,,,,,,,,,,,,,,,,,,,,,,
sentaDONA (Remix) s2,"Luésa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",4,2022,3,17,870,0,176290831,32,0,135,93,45,,,,,,,,,,,,,,,,,,,,,,,
Falling,Harry Styles,1,2019,12,13,7556,0,1023187129,124,24,110,57,27,,,,,,,,,,,,,,,,,,,,,,,
Sigue,"Ed Sheeran, J Balvin",2,1996,11,24,1370,0,106933107,46,8,88,89,64,,,,,,,,,,,,,,,,,,,,,,,
Fim de Semana no Rio,teto,1,2022,3,30,315,2,139193812,27,2,119,87,50,,,,,,,,,,,,,,,,,,,,,,,
MANIAC,Stray Kids,1,2022,3,18,651,0,212234990,6,188,120,58,80,,,,,,,,,,,,,,,,,,,,,,,
There's Nothing Holdin' Me Back,Shawn Mendes,1,2016,9,23,12382,0,1714490998,229,57,122,86,80,,,,,,,,,,,,,,,,,,,,,,,
IDGAF (with blackbear),"Blackbear, BoyWithUke",2,2022,3,18,625,0,197643795,10,2,98,78,75,,,,,,,,,,,,,,,,,,,,,,,
Golden,Harry Styles,1,2019,12,13,8429,1,807015863,85,24,140,45,84,,,,,,,,,,,,,,,,,,,,,,,
Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",3,2013,1,1,52898,0,933815613,203,1,116,79,81,,,,,,,,,,,,,,,,,,,,,,,
Ain't Shit,Doja Cat,1,2021,6,25,3436,0,499710590,32,6,124,86,49,,,,,,,,,,,,,,,,,,,,,,,
"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixar's Turning Red), Topher Ngo, Grayson Vill",6,2022,2,25,918,0,120847157,34,39,105,91,72,,,,,,,,,,,,,,,,,,,,,,,
Still Life,BIGBANG,1,2022,4,5,181,0,53909146,16,14,118,68,58,,,,,,,,,,,,,,,,,,,,,,,
Photograph,Ed Sheeran,1,2014,6,20,18778,3,2236667932,228,105,108,61,38,,,,,,,,,,,,,,,,,,,,,,,
Love Yourself,Justin Bieber,1,2015,11,9,22730,5,2123309722,289,87,100,61,38,,,,,,,,,,,,,,,,,,,,,,,
N95,Kendrick Lamar,1,2022,5,13,5542,0,301242089,52,16,140,81,66,,,,,,,,,,,,,,,,,,,,,,,
About Damn Time,Lizzo,1,2022,4,14,9021,0,723894473,242,49,109,84,74,,,,,,,,,,,,,,,,,,,,,,,
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",3,2022,5,13,4627,0,237351106,38,13,101,78,74,,,,,,,,,,,,,,,,,,,,,,,
Después de la P,Bad Bunny,1,2022,5,6,2229,0,461558540,27,44,78,56,90,,,,,,,,,,,,,,,,,,,,,,,
Un Ratito,Bad Bunny,1,2022,5,6,1112,6,417230415,7,30,93,79,55,,,,,,,,,,,,,,,,,,,,,,,
United In Grief,Kendrick Lamar,1,2022,5,13,2575,0,156898322,4,5,87,52,83,,,,,,,,,,,,,,,,,,,,,,,
Father Time (feat. Sampha),"Kendrick Lamar, Sampha",2,2022,5,13,3107,0,127309180,4,0,153,55,78,,,,,,,,,,,,,,,,,,,,,,,
Yo No Soy Celoso,Bad Bunny,1,2022,5,6,1179,0,313113297,7,21,142,87,59,,,,,,,,,,,,,,,,,,,,,,,
Rich Spirit,Kendrick Lamar,1,2022,5,13,3486,0,173702135,20,10,96,85,43,,,,,,,,,,,,,,,,,,,,,,,
Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",2,2022,5,12,2942,0,271666301,42,28,125,50,78,,,,,,,,,,,,,,,,,,,,,,,
Me Fui de Vacaciones,Bad Bunny,1,2022,5,6,1443,0,305650299,9,11,85,71,65,,,,,,,,,,,,,,,,,,,,,,,
Silent Hill,"Kendrick Lamar, Kodak Black",2,2022,5,13,3028,0,123216717,22,0,140,92,57,,,,,,,,,,,,,,,,,,,,,,,
La Corriente,"Tony Dize, Bad Bunny",2,2022,5,6,1796,8,479655659,8,25,196,66,79,,,,,,,,,,,,,,,,,,,,,,,
Count Me Out,Kendrick Lamar,1,2022,5,13,2729,0,126191104,3,7,134,78,43,,,,,,,,,,,,,,,,,,,,,,,
Andrea,"Buscabulla, Bad Bunny",2,2022,5,6,1195,0,344055883,8,30,103,80,62,,,,,,,,,,,,,,,,,,,,,,,
Dos Mil 16,Bad Bunny,1,2022,5,6,892,3,338422004,10,24,130,82,67,,,,,,,,,,,,,,,,,,,,,,,
We Cry Together,"Kendrick Lamar, Taylour Paige",2,2022,5,13,1635,0,68895644,4,1,108,65,69,,,,,,,,,,,,,,,,,,,,,,,
Savior,"Kendrick Lamar, Sam Dew, Baby Keem",3,2022,5,13,2291,0,86176890,9,0,123,61,71,,,,,,,,,,,,,,,,,,,,,,,
Un Coco,Bad Bunny,1,2022,5,6,1029,28,403231558,5,28,152,84,69,,,,,,,,,,,,,,,,,,,,,,,
Otro Atardecer,"Bad Bunny, The Marï¿½ï",2,2022,5,6,1681,7,319546754,10,30,108,78,60,,,,,,,,,,,,,,,,,,,,,,,
Worldwide Steppers,Kendrick Lamar,1,2022,5,13,1480,0,61739839,1,0,72,56,47,,,,,,,,,,,,,,,,,,,,,,,
Aguacero,Bad Bunny,1,2022,5,6,829,0,283359161,4,15,121,86,65,,,,,,,,,,,,,,,,,,,,,,,
Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",3,2022,5,13,2308,0,76831876,7,0,138,57,82,,,,,,,,,,,,,,,,,,,,,,,
Un Verano Sin Ti,Bad Bunny,1,2022,5,6,1004,1,283332261,8,12,188,50,50,,,,,,,,,,,,,,,,,,,,,,,
ULTRA SOLO,"Polima WestCoast, Pailita",2,2022,2,14,1367,0,307752576,48,4,110,80,85,,,,,,,,,,,,,,,,,,,,,,,
Ens'ï¿½ame ,Bad Bunny,1,2022,5,6,1112,3,279737940,7,25,105,81,79,,,,,,,,,,,,,,,,,,,,,,,
El Apagï¿½,Bad Bunny,1,2022,5,6,1209,0,212351890,9,7,118,63,70,,,,,,,,,,,,,,,,,,,,,,,
Callaita,"Bad Bunny, Tainy",2,2019,5,31,9539,15,1304313953,162,116,176,61,62,,,,,,,,,,,,,,,,,,,,,,,
Dua Lipa,Jack Harlow,1,2022,5,6,1992,0,150500965,35,0,158,83,65,,,,,,,,,,,,,,,,,,,,,,,
Agosto,Bad Bunny,1,2022,5,6,897,0,246127838,6,20,115,85,58,,,,,,,,,,,,,,,,,,,,,,,
House Of Memories,Panic! At The Disco,1,2016,1,15,2948,0,582863434,10,2,110,51,82,,,,,,,,,,,,,,,,,,,,,,,
Mr. Morale,"Kendrick Lamar, Tanna Leone",2,2022,5,13,1860,0,58687425,1,0,174,73,54,,,,,,,,,,,,,,,,,,,,,,,
That That (prod. & feat. SUGA of BTS),"PSY, Suga",2,2022,4,29,802,0,212109195,16,81,130,91,96,,,,,,,,,,,,,,,,,,,,,,,
In The Stars,Benson Boone,1,2022,4,29,2224,8,382199619,48,40,78,36,54,,,,,,,,,,,,,,,,,,,,,,,
Rich - Interlude,Kendrick Lamar,1,2022,5,13,1103,0,41210087,0,0,104,44,42,,,,,,,,,,,,,,,,,,,,,,,
SUPERMODEL,Méne,1,2022,5,13,2265,0,231657891,93,12,121,64,88,,,,,,,,,,,,,,,,,,,,,,,
Stefania (Kalush Orchestra),KALUSH,1,2022,3,10,555,0,53729194,10,4,105,83,82,,,,,,,,,,,,,,,,,,,,,,,
Thousand Miles,The Kid Laroi,1,2022,4,22,2050,0,244741137,52,9,81,38,66,,,,,,,,,,,,,,,,,,,,,,,
Crown,Kendrick Lamar,1,2022,5,13,1493,0,42485571,2,0,170,37,24,,,,,,,,,,,,,,,,,,,,,,,
Auntie Diaries,Kendrick Lamar,1,2022,5,13,1545,0,37778188,1,0,78,43,38,,,,,,,,,,,,,,,,,,,,,,,
PUFFIN ON ZOOTIEZ,Future,1,2022,4,29,2350,0,254218729,28,42,125,88,66,,,,,,,,,,,,,,,,,,,,,,,
Mirror,Kendrick Lamar,1,2022,5,13,1929,0,53603447,2,0,92,66,65,,,,,,,,,,,,,,,,,,,,,,,
Beautiful Girl,Luciano,1,2022,4,22,710,4,160035717,16,11,140,84,42,,,,,,,,,,,,,,,,,,,,,,,
"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",2,2022,4,25,928,0,164163229,19,0,96,61,90,,,,,,,,,,,,,,,,,,,,,,,
Savior - Interlude,Kendrick Lamar,1,2022,5,13,1194,0,37091576,0,0,118,66,43,,,,,,,,,,,,,,,,,,,,,,,
Pasoori,"Shae Gill, Ali Sethi",2,2022,2,6,349,6,284249832,10,22,92,71,60,,,,,,,,,,,,,,,,,,,,,,,
Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",2,2022,5,13,1890,0,33381454,3,0,140,49,37,,,,,,,,,,,,,,,,,,,,,,,
TUS LéGR,"Sech, Mora",2,2022,4,1,1308,2,184622518,23,16,174,68,71,,,,,,,,,,,,,,,,,,,,,,,
Where Did You Go?,"MNEK, Jax Jones",2,2022,1,26,4531,0,300983101,135,74,127,77,78,,,,,,,,,,,,,,,,,,,,,,,
I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",2,2022,5,6,1657,0,121077868,15,3,96,71,52,,,,,,,,,,,,,,,,,,,,,,,
Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",2,2022,4,29,1351,0,106919680,26,1,150,82,66,,,,,,,,,,,,,,,,,,,,,,,
ZOOM,Jessi,1,2022,4,13,608,0,136996305,5,29,100,87,60,,,,,,,,,,,,,,,,,,,,,,,
SloMo,Chanel,1,2021,12,24,1211,0,65719930,31,0,105,73,81,,,,,,,,,,,,,,,,,,,,,,,
FEARLESS,LE SSERAFIM,1,2022,5,2,629,0,229497852,18,75,104,86,62,,,,,,,,,,,,,,,,,,,,,,,
10 Things I Hate About You,Leah Kate,1,2022,3,23,1301,0,185550869,23,1,154,54,79,,,,,,,,,,,,,,,,,,,,,,,
SPACE MAN,Sam Ryder,1,2022,2,22,1329,0,54682594,42,51,80,47,83,,,,,,,,,,,,,,,,,,,,,,,
With you,"HA SUNG WOON, Jimin",2,2022,4,24,343,2,240580042,4,35,150,53,43,,,,,,,,,,,,,,,,,,,,,,,
Iris,The Goo Goo Dolls,1,1998,3,31,13101,9,1284942608,137,5,156,32,72,,,,,,,,,,,,,,,,,,,,,,,
The Heart Part 5,Kendrick Lamar,1,2022,5,8,2939,0,71423324,29,0,98,76,81,,,,,,,,,,,,,,,,,,,,,,,
San Lucas,Kevin Kaarl,1,2019,11,7,407,1,244891912,5,0,92,58,36,,,,,,,,,,,,,,,,,,,,,,,
This Love (Taylor's Ve,Taylor Swift,1,2022,5,6,1492,0,132171975,26,2,144,47,50,,,,,,,,,,,,,,,,,,,,,,,
Good Looking,Suki Waterhouse,1,2017,10,20,2264,0,184706613,11,6,150,37,56,,,,,,,,,,,,,,,,,,,,,,,
Flowers,Lauren Spencer Smith,1,2021,8,9,801,0,184826429,42,9,138,70,44,,,,,,,,,,,,,,,,,,,,,,,
Yet To Come,BTS,1,2022,6,10,829,0,302006641,32,110,172,56,89,,,,,,,,,,,,,,,,,,,,,,,
Run BTS,BTS,1,2022,6,10,736,0,330881149,5,132,77,72,82,,,,,,,,,,,,,,,,,,,,,,,
Music For a Sushi Restaurant,Harry Styles,1,2022,5,20,4449,1,334733572,80,11,107,72,72,,,,,,,,,,,,,,,,,,,,,,,
Matilda,Harry Styles,1,2022,5,20,3218,3,366214458,29,10,114,51,29,,,,,,,,,,,,,,,,,,,,,,,
For Youth,BTS,1,2022,6,10,327,0,114546317,5,40,117,63,51,,,,,,,,,,,,,,,,,,,,,,,
Daylight,Harry Styles,1,2022,5,20,2775,0,290833204,21,11,146,69,45,,,,,,,,,,,,,,,,,,,,,,,
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1,2022,5,6,4576,0,448500832,79,13,160,80,60,,,,,,,,,,,,,,,,,,,,,,,
Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",4,2022,6,10,2313,0,136676504,34,0,120,88,56,,,,,,,,,,,,,,,,,,,,,,,
Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",3,2022,5,27,3983,0,190625045,73,45,100,82,70,,,,,,,,,,,,,,,,,,,,,,,
Born Singer,BTS,1,2022,6,10,279,0,79095270,0,18,158,60,84,,,,,,,,,,,,,,,,,,,,,,,
Little Freak,Harry Styles,1,2022,5,20,2302,0,273194684,20,3,142,56,54,,,,,,,,,,,,,,,,,,,,,,,
La Llevo Al Cielo (Ft. éengo F,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",4,2022,5,20,3559,3,333146475,36,1,170,80,85,,,,,,,,,,,,,,,,,,,,,,,
True Love,"Kanye West, XXXTENTACION",2,2022,5,27,2129,0,194902696,23,1,84,71,86,,,,,,,,,,,,,,,,,,,,,,,
Satellite,Harry Styles,1,2022,5,20,3291,5,311482393,43,28,139,58,46,,,,,,,,,,,,,,,,,,,,,,,
Pass The Dutchie,Musical Youth,1,1982,1,1,5328,0,195918494,54,76,151,73,67,,,,,,,,,,,,,,,,,,,,,,,
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2,2022,6,8,1401,0,248511839,26,16,128,82,75,,,,,,,,,,,,,,,,,,,,,,,
Love Of My Life,Harry Styles,1,2022,5,20,1933,0,233671263,13,2,118,56,54,,,,,,,,,,,,,,,,,,,,,,,
Grapejuice,Harry Styles,1,2022,5,20,1986,0,199587884,7,1,183,65,72,,,,,,,,,,,,,,,,,,,,,,,
So Good,Halsey,1,2022,6,9,1057,0,91781263,51,14,83,63,62,,,,,,,,,,,,,,,,,,,,,,,
Belly Dancer,"BYOR, Imanbek",2,2022,2,18,5115,13,383835984,109,38,122,85,80,,,,,,,,,,,,,,,,,,,,,,,
Keep Driving,Harry Styles,1,2022,5,20,2094,1,236060709,8,1,165,72,48,,,,,,,,,,,,,,,,,,,,,,,
Cinema,Harry Styles,1,2022,5,20,2171,0,189236868,18,1,106,83,64,,,,,,,,,,,,,,,,,,,,,,,
Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",2,2022,5,25,896,0,160845341,19,0,77,81,58,,,,,,,,,,,,,,,,,,,,,,,
Only Love Can Hurt Like This,Paloma Faith,1,2014,1,1,5148,0,588955257,90,22,91,57,89,,,,,,,,,,,,,,,,,,,,,,,
Hold My Hand,Lady Gaga,1,2022,5,3,2528,0,238350348,63,8,148,51,63,,,,,,,,,,,,,,,,,,,,,,,
Daydreaming,Harry Styles,1,2022,5,20,1900,1,187703102,15,1,114,71,81,,,,,,,,,,,,,,,,,,,,,,,
Numb,"Marshmello, Khalid",2,2022,6,10,3879,2,295307001,107,76,120,91,77,,,,,,,,,,,,,,,,,,,,,,,
Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",2,2022,6,2,896,0,138334433,0,0,92,83,82,,,,,,,,,,,,,,,,,,,,,,,
Me and Your Mama,Childish Gambino,1,2016,11,10,8775,0,445590495,33,60,118,56,45,,,,,,,,,,,,,,,,,,,,,,,
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",3,2022,3,18,5290,0,286739476,139,73,123,60,71,,,,,,,,,,,,,,,,,,,,,,,
SLOW DANCING IN THE DARK,Joji,1,2018,9,12,10211,0,1122364376,38,79,89,52,48,,,,,,,,,,,,,,,,,,,,,,,
Antes de Perderte,Duki,1,2022,6,2,584,8,157136970,12,1,110,81,93,,,,,,,,,,,,,,,,,,,,,,,
Boyfriends,Harry Styles,1,2022,5,20,1517,0,137070925,26,2,118,42,20,,,,,,,,,,,,,,,,,,,,,,,
295,Sidhu Moose Wala,1,2021,5,15,246,4,183273246,4,106,90,68,76,,,,,,,,,,,,,,,,,,,,,,,
Tak Ingin Usai,Keisya Levronka,1,2022,5,13,220,4,184807630,16,5,130,49,40,,,,,,,,,,,,,,,,,,,,,,,
En El Radio Un Cochinero,Victor Cibrian,1,2022,5,13,514,0,164856284,5,36,154,70,62,,,,,,,,,,,,,,,,,,,,,,,
Master of Puppets (Remastered),Metallica,1,1986,3,3,6080,0,704171068,112,198,105,54,83,,,,,,,,,,,,,,,,,,,,,,,
BREAK MY SOUL, Beyoncé,1,2022,6,21,9724,0,354614964,222,61,115,70,88,,,,,,,,,,,,,,,,,,,,,,,
ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",5,2022,6,16,2341,0,279717388,37,2,110,91,82,,,,,,,,,,,,,,,,,,,,,,,
Massive,Drake,1,2022,6,17,5263,0,195628667,66,89,125,51,68,,,,,,,,,,,,,,,,,,,,,,,
Betty (Get Money),Yung Gravy,1,2022,6,10,2402,0,221752937,45,2,102,73,75,,,,,,,,,,,,,,,,,,,,,,,
Ojos Marrones,Lasso,1,2022,2,6,795,11,263280370,26,18,120,81,65,,,,,,,,,,,,,,,,,,,,,,,
POP!,Nayeon,1,2022,6,24,571,0,213505179,19,21,97,80,86,,,,,,,,,,,,,,,,,,,,,,,
Layla,"Schérze, DJ R",2,2022,3,24,832,3,130419412,18,124,140,44,92,,,,,,,,,,,,,,,,,,,,,,,
MORE,j-hope,1,2022,7,1,565,0,155795783,6,52,97,78,72,,,,,,,,,,,,,,,,,,,,,,,
Sweet Child O' Mine,Guns N' Roses,1,1987,1,1,41231,1,1553497987,228,151,125,45,90,,,,,,,,,,,,,,,,,,,,,,,
Last Last,Burna Boy,1,2022,5,12,4526,12,293466523,156,275,88,80,56,,,,,,,,,,,,,,,,,,,,,,,
SNAP,Rosa Linn,1,2022,3,19,1818,0,711366595,3,0,170,56,64,,,,,,,,,,,,,,,,,,,,,,,
Sticky,Drake,1,2022,6,17,2814,0,191448892,38,105,137,88,49,,,,,,,,,,,,,,,,,,,,,,,
Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",3,2022,7,1,1601,0,85924992,11,0,157,88,69,,,,,,,,,,,,,,,,,,,,,,,
Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",3,2022,6,3,894,4,176103902,28,0,130,95,57,,,,,,,,,,,,,,,,,,,,,,,
La Loto,"Anitta, Tini, Becky G",3,2022,7,6,945,0,121189256,49,3,90,85,83,,,,,,,,,,,,,,,,,,,,,,,
die first,Nessa Barrett,1,2022,6,24,767,0,131746175,25,0,183,44,67,,,,,,,,,,,,,,,,,,,,,,,
Afraid To Feel,LF System,1,2022,5,2,5898,5,244790012,129,55,128,58,91,,,,,,,,,,,,,,,,,,,,,,,
Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",3,2022,6,10,685,2,129314708,17,0,130,71,40,,,,,,,,,,,,,,,,,,,,,,,
cémo dormi,Rels B,1,2022,8,4,1452,35,331511413,16,15,126,63,43,,,,,,,,,,,,,,,,,,,,,,,
Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",3,2022,8,5,1456,0,219196651,53,2,120,77,87,,,,,,,,,,,,,,,,,,,,,,,
STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",3,2022,8,5,2107,0,170732845,51,1,130,72,46,,,,,,,,,,,,,,,,,,,,,,,
Caile,Luar La L,1,2020,12,18,1494,2,273914335,17,12,122,70,76,,,,,,,,,,,,,,,,,,,,,,,
Si Te La Encuentras Por Ahï¿,Feid,1,2022,8,5,1379,4,179061440,23,10,172,74,58,,,,,,,,,,,,,,,,,,,,,,,
GIVENCHY,Duki,1,2022,7,20,625,4,185236961,13,18,103,61,62,,,,,,,,,,,,,,,,,,,,,,,
ALIEN SUPERSTAR, Beyoncé,1,2022,7,29,2688,0,171788484,39,47,122,55,64,,,,,,,,,,,,,,,,,,,,,,,
Mary On A Cross,Ghost,1,2019,9,13,2668,2,387080183,38,266,130,47,90,,,,,,,,,,,,,,,,,,,,,,,
Attention,NewJeans,1,2022,8,1,799,12,264717480,14,141,105,81,65,,,,,,,,,,,,,,,,,,,,,,,
THE SHADE,Rex Orange County,1,2022,3,11,1189,6,244928911,17,10,120,90,51,,,,,,,,,,,,,,,,,,,,,,,
"Come Back Home - From ""Purple Hearts""",Sofia Carson,1,2022,7,12,367,0,97610446,28,67,145,56,53,,,,,,,,,,,,,,,,,,,,,,,
El Rescate,"Grupo Marca Registrada, Junior H",2,2022,7,22,527,4,287278853,10,43,99,79,59,,,,,,,,,,,,,,,,,,,,,,,
Heartless,Kanye West,1,2008,1,1,17504,34,887906111,63,39,88,79,65,,,,,,,,,,,,,,,,,,,,,,,
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",4,2022,7,15,3113,0,123473120,54,6,126,81,73,,,,,,,,,,,,,,,,,,,,,,,
Siempre Pendientes,"Peso Pluma, Luis R Conriquez",2,2022,8,15,685,5,295152154,15,79,136,77,75,,,,,,,,,,,,,,,,,,,,,,,
JGL,"Luis R Conriquez, La Adictiva",2,2022,2,18,782,9,323455692,15,33,113,70,59,,,,,,,,,,,,,,,,,,,,,,,
Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",3,2022,6,16,2442,0,240918092,81,4,132,82,88,,,,,,,,,,,,,,,,,,,,,,,
Pipoco,"Melody, Ana Castela, Dj Chris No Beat",3,2022,5,20,1112,4,191873381,22,2,135,77,74,,,,,,,,,,,,,,,,,,,,,,,
Hold Me Closer,"Elton John, Britney Spears",2,2017,11,10,4967,0,284216603,165,10,126,67,77,,,,,,,,,,,,,,,,,,,,,,,
Forget Me,Lewis Capaldi,1,2022,9,9,2520,4,239411309,93,95,102,67,74,,,,,,,,,,,,,,,,,,,,,,,
After LIKE,IVE,1,2022,8,22,767,12,265548837,20,129,125,68,92,,,,,,,,,,,,,,,,,,,,,,,
Bound 2,Kanye West,1,2013,1,1,19806,7,703301727,33,11,149,37,66,,,,,,,,,,,,,,,,,,,,,,,
B.O.T.A. (Baddest Of Them All) - Edit,"Interplanetary Criminal, Eliza Rose",2,2022,6,15,5153,6,244585109,102,53,137,74,89,,,,,,,,,,,,,,,,,,,,,,,
Talk that Talk,TWICE,1,2022,8,26,615,0,189476119,14,77,120,77,91,,,,,,,,,,,,,,,,,,,,,,,
BILLIE EILISH.,Armani White,1,2022,1,20,2537,0,277132266,49,1,100,90,50,,,,,,,,,,,,,,,,,,,,,,,
Ferxxo 100,Feid,1,2022,6,3,1647,30,278920007,20,49,164,70,57,,,,,,,,,,,,,,,,,,,,,,,
KU LO SA - A COLORS SHOW,Oxlade,1,2022,6,10,2019,8,222410722,117,72,93,65,66,,,,,,,,,,,,,,,,,,,,,,,
Prohibidox,Feid,1,2022,9,13,1473,12,185392587,25,36,180,65,80,,,,,,,,,,,,,,,,,,,,,,,
Static,Steve Lacy,1,2022,7,15,1613,0,202452860,21,15,79,34,31,,,,,,,,,,,,,,,,,,,,,,,
The Scientist,Coldplay,1,2002,8,5,30992,6,1608164312,124,25,146,56,44,,,,,,,,,,,,,,,,,,,,,,,
Sparks,Coldplay,1,2000,7,10,10826,4,624101957,24,0,103,37,27,,,,,,,,,,,,,,,,,,,,,,,
Talk,YEAT,1,2022,9,2,920,0,148461629,10,1,140,70,76,,,,,,,,,,,,,,,,,,,,,,,
XQ Te Pones Asï¿,"Yandel, Feid",2,2022,9,13,308,0,47093942,6,1,92,81,70,,,,,,,,,,,,,,,,,,,,,,,
Selfish,PnB Rock,1,2016,6,23,2468,0,380319238,15,0,102,64,60,,,,,,,,,,,,,,,,,,,,,,,
Sin Seï¿½ï,"Ovy On The Drums, Quevedo",2,2022,7,22,1097,2,209106362,18,10,118,82,85,,,,,,,,,,,,,,,,,,,,,,,
Lady Mi Amor,Feid,1,2022,9,13,330,0,53987404,3,0,93,78,62,,,,,,,,,,,,,,,,,,,,,,,
Poland,Lil Yachty,1,2022,6,23,1584,0,115331792,38,0,150,70,56,,,,,,,,,,,,,,,,,,,,,,,
THE LONELIEST,Méne,1,2022,10,7,1585,5,225093344,78,65,130,52,60,,,,,,,,,,,,,,,,,,,,,,,
Bye Bye,"Marshmello, Juice WRLD",2,2022,10,14,766,0,84697729,16,0,83,65,53,,,,,,,,,,,,,,,,,,,,,,,
